0,882487.67
1,882487.67
2,882487.67
3,882487.67
4,882487.67
5,882487.67
6,882487.67
7,882487.67
8,882487.67
9,882487.67
10,882487.67
11,882487.67
12,882487.67
13,882487.67
14,882487.67
15,882487.67
16,882487.67
17,882487.67
18,882487.67
19,882487.67
20,848778.28
21,840136.53
22,823555.45
23,802281.25
24,783139.7
25,771052.93
26,766371.07
27,766784.06
28,770176.68
29,775420.32
30,781592.48
31,787357.74
32,791166.92
33,791845.36
34,788968.02
35,782796.76
36,773971.13
37,763267.96
38,751541.84
39,739720.43
40,728715.93
41,719266.97
42,711816.65
43,706483.88
44,703101.94
45,701279.41
46,700469.65
47,700053.68
48,699430.05
49,698092.7
50,695682.3
51,692011.18
52,687068.15
53,681005.87
54,674109.5
55,666748.01
56,659315.96
57,652177.23
58,645620.3
59,639829.95
60,634875.96
61,630716.88
62,627216.44
63,624169.54
64,621334.38
65,618466.58
66,615350.97
67,611826.96
68,607804.25
69,603267.61
70,598271.18
71,592924.29
72,587371.89
73,581772.66
74,576277.61
75,571011.75
76,566060.51
77,561462.42
78,557208.49
79,553247.79
80,549498.05
81,545859.32
82,542228.55
83,538513.15
84,534641.76
85,530571.41
86,526290.32
87,521816.57
88,517193.07
89,512479.76
90,507744.39
91,503052.99
92,498461.54
93,494009.69
94,489717.13
95,485582.95
96,481587.62
97,477697.18
98,473868.92
99,470057.64
100,466221.71
101,462328.08
102,458355.83
103,454297.78
104,450160.2
105,445960.82
106,441725.51
107,437484.26
108,433266.92
109,429099.43
110,425000.76
111,420981.1
112,417041.32
113,413173.62
114,409363.34
115,405591.39
116,401837.16
117,398081.26
118,394307.96
119,390506.91
120,386674
121,382811.42
122,378926.78
123,375031.75
124,371140.17
125,367266.1
126,363421.98
127,359617.17
128,355856.99
129,352142.35
130,348470.05
131,344833.48
132,341223.81
133,337631.26
134,334046.53
135,330461.88
136,326872.09
137,323274.89
138,319671.05
139,316064.01
140,312459.28
141,308863.5
142,305283.56
143,301725.62
144,298194.45
145,294692.86
146,291221.55
147,287779.14
148,284362.57
149,280967.6
150,277589.47
151,274223.56
152,270866.02
153,267514.17
154,264166.8
155,260824.2
156,257488.03
157,254161.02
158,250846.49
159,247547.93
160,244268.53
161,241010.78
162,237776.22
163,234565.31
164,231377.48
165,228211.29
166,225064.67
167,221935.27
168,218820.8
169,215719.32
170,212629.51
171,209550.77
172,206483.28
173,203427.92
174,200386.14
175,197359.7
176,194350.46
177,191360.14
178,188390.12
179,185441.3
180,182514.02
181,179608.12
182,176722.97
183,173857.64
184,171011.05
185,168182.17
186,165370.15
187,162574.48
188,159795.03
189,157032.09
190,154286.31
191,151558.67
192,148850.32
193,146162.49
194,143496.35
195,140852.97
196,138233.18
197,135637.62
198,133066.73
199,130520.85
200,128000.3
201,126483.98
202,127825.94
203,132818.01
204,140415.33
205,148963.26
206,157304.2
207,164715.69
208,170501.95
209,173955.85
210,174618.35
211,172511.35
212,168155.38
213,162387.69
214,156127.94
215,150219.59
216,145361.76
217,142074.48
218,140661.19
219,141178.22
220,143432.3
221,147012.46
222,151352.6
223,155818.28
224,159804.48
225,162823.25
226,164561.52
227,164901.32
228,163909.76
229,161811.71
230,158953.05
231,155755.38
232,152661.02
233,150072.6
234,148297.57
235,147509.63
236,147734.7
237,148861.52
238,150670.84
239,152875.1
240,155160.76
241,157228.34
242,158827.28
243,159783.52
244,160017.58
245,159550.12
246,158493.66
247,157031.11
248,155385.48
249,153786.33
250,152438.62
251,151498.26
252,151056.36
253,151132.87
254,151679.4
255,152590.11
256,153719.36
257,154903.49
258,155983.73
259,156826.86
260,157340.82
261,157483.46
262,157264.11
263,156738.35
264,155997.36
265,155153.61
266,154324.75
267,153617.91
268,153116.39
269,152870.36
270,152892.74
271,153160.32
